student;vak;activiteit;zaal;dag;tijdslot
van Triest Enrico;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
van Triest Enrico;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Triest Enrico;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
van Triest Enrico;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
van Triest Enrico;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
van Triest Enrico;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Kemps Enya;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Kemps Enya;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
van Vloten Tarik;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Vloten Tarik;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
van Vloten Tarik;Software engineering Practica 1;Practica;A1.04;di;9-11
van Vloten Tarik;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
van Vloten Tarik;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Kentie Ceciel;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
Kentie Ceciel;Programmeren in Java 2 Practica 3;Practica;A1.04;di;11-13
Kentie Ceciel;Moderne Databases Werkcollege 3;Werkcollege;A1.10;wo;13-15
Kentie Ceciel;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;C1.112;do;15-17
Kentie Ceciel;Moderne Databases Practica 2;Practica;A1.06;di;11-13
Kentie Ceciel;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Kentie Ceciel;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Voorden Priscillia;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Voorden Priscillia;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
van Voorden Priscillia;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
van Voorden Priscillia;Programmeren in Java 2 Practica 5;Practica;A1.06;wo;9-11
van Voorden Priscillia;Collectieve Intelligentie Practica 1;Practica;C0.110;vr;9-11
van Voorden Priscillia;Collectieve Intelligentie Werkcollege 4;Werkcollege;B0.201;vr;15-17
van Voorden Priscillia;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
van Voorden Priscillia;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
van Voorden Priscillia;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Voorden Priscillia;Software engineering Practica 1;Practica;A1.04;di;9-11
van Voorden Priscillia;Netwerken en systeembeveiliging Practica 3;Practica;A1.06;ma;13-15
van Voorden Priscillia;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
Kersten Thys;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C0.110;do;13-15
Kersten Thys;Informatie- en organisatieontwerp Practica 1;Practica;C1.112;vr;15-17
Kersten Thys;Compilerbouw practicum Practica 3;Practica;A1.08;di;15-17
Kersten Thys;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Kersten Thys;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;wo;9-11
van Waardenburg Anne-Jan;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Waardenburg Anne-Jan;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
van Waardenburg Anne-Jan;Netwerken en systeembeveiliging Practica 4;Practica;A1.08;wo;15-17
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Kesteloo Kimmy;Project Genetic Algorithms Practica 1;Practica;A1.04;wo;9-11
Kesteloo Kimmy;Collectieve Intelligentie Werkcollege 4;Werkcollege;B0.201;vr;15-17
Kesteloo Kimmy;Collectieve Intelligentie Practica 3;Practica;B0.201;di;11-13
van Walsum Maggy;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Walsum Maggy;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
van Walsum Maggy;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
van Walsum Maggy;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
Keuken Lysbeth;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Keuken Lysbeth;Moderne Databases Practica 1;Practica;C0.110;ma;13-15
Keuken Lysbeth;Moderne Databases Werkcollege 2;Werkcollege;A1.08;do;9-11
Keuken Lysbeth;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Keuken Lysbeth;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Keuken Lysbeth;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Keuken Lysbeth;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Keuken Lysbeth;Project Numerical Recipes Practica 3;Practica;A1.08;do;13-15
van Wanrooij Maran;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
van Wanrooij Maran;Compilerbouw practicum Practica 2;Practica;B0.201;di;13-15
van Wanrooij Maran;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
Kienhuis Rahim;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Kienhuis Rahim;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
Kienhuis Rahim;Programmeren in Java 2 Practica 5;Practica;A1.06;wo;9-11
Kienhuis Rahim;Compilerbouw practicum Practica 2;Practica;B0.201;di;13-15
van Weel Renco;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Weel Renco;Software engineering Practica 2;Practica;C1.112;di;9-11
van Weel Renco;Technology for games Werkcollege 1;Werkcollege;A1.06;wo;11-13
van Weel Renco;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
van Weel Renco;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Weel Renco;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
van Weel Renco;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
van Weel Renco;Project Numerical Recipes Practica 2;Practica;A1.06;vr;13-15
van Weel Renco;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Kivits Sezen;Zoeken sturen en bewegen Practica 1;Practica;A1.08;di;13-15
Kivits Sezen;Netwerken en systeembeveiliging Practica 1;Practica;B0.201;di;15-17
van Wensen Hazel;Heuristieken 2 Werkcollege 2;Werkcollege;C1.112;do;11-13
van Wensen Hazel;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Klarenbeek Ylse;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C0.110;do;13-15
Klarenbeek Ylse;Programmeren in Java 2 Practica 1;Practica;A1.08;ma;13-15
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Klarenbeek Ylse;Informatie- en organisatieontwerp Practica 1;Practica;C1.112;vr;15-17
Klarenbeek Ylse;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.08;ma;11-13
Klarenbeek Ylse;Collectieve Intelligentie Practica 1;Practica;C0.110;vr;9-11
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Klarenbeek Ylse;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Klarenbeek Ylse;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;wo;9-11
van Wiggen Sanna;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Wiggen Sanna;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Klop Adil;Calculus 2 Werkcollege 1;Werkcollege;B0.201;vr;13-15
Klop Adil;Heuristieken 2 Werkcollege 2;Werkcollege;C1.112;do;11-13
Klop Adil;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Klop Adil;Programmeren in Java 2 Practica 2;Practica;A1.08;vr;11-13
Klop Adil;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
van Zeijl Hui;Compilerbouw practicum Practica 1;Practica;B0.201;vr;9-11
van Zeijl Hui;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
van Zeijl Hui;Heuristieken 1 Werkcollege 2;Werkcollege;A1.06;vr;11-13
van Zeijl Hui;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
van Zeijl Hui;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;9-11
Knibbe Danique;Calculus 2 Werkcollege 1;Werkcollege;B0.201;vr;13-15
Knibbe Danique;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Knibbe Danique;Heuristieken 2 Werkcollege 1;Werkcollege;C0.110;vr;11-13
Knibbe Danique;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Knibbe Danique;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Knibbe Danique;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;C1.112;ma;11-13
Knibbe Danique;Autonomous Agents 2 Werkcollege 1;Werkcollege;A1.10;ma;13-15
Knibbe Danique;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Knibbe Danique;Autonomous Agents 2 Practica 1;Practica;C0.110;wo;9-11
Knibbe Danique;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;A1.04;ma;9-11
Knibbe Danique;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
van Zijderveld Jorian;Programmeren in Java 2 Practica 1;Practica;A1.08;ma;13-15
van Zijderveld Jorian;Software engineering Practica 1;Practica;A1.04;di;9-11
van Zijderveld Jorian;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
van Zijderveld Jorian;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Knuiman George;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Knuiman George;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Knuiman George;Compilerbouw Practica 1;Practica;B0.201;do;13-15
Knuiman George;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
van Zoelen Anthonius;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
van Zoelen Anthonius;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
Koelemij Evelyn;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Koelemij Evelyn;Calculus 2 Werkcollege 1;Werkcollege;B0.201;vr;13-15
Koelemij Evelyn;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
Koelemij Evelyn;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Koelemij Evelyn;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
Koelemij Evelyn;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Koelemij Evelyn;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Koelemij Evelyn;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Zon Christiaan;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Zon Christiaan;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Kol Djura;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Kol Djura;Technology for games Werkcollege 1;Werkcollege;A1.06;wo;11-13
Kol Djura;Moderne Databases Werkcollege 3;Werkcollege;A1.10;wo;13-15
Kol Djura;Moderne Databases Practica 3;Practica;B0.201;ma;13-15
Kol Djura;Bioinformatica Hoorcollege 3;Hoorcollege;C1.112;ma;9-11
Kol Djura;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
Kol Djura;Bioinformatica Werkcollege 1;Werkcollege;A1.10;di;11-13
Kol Djura;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Kol Djura;Bioinformatica Hoorcollege 1;Hoorcollege;C0.110;vr;13-15
Kol Djura;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;C1.112;do;15-17
Kol Djura;Bioinformatica Practica 2;Practica;B0.201;di;9-11
Kol Djura;Bioinformatica Hoorcollege 2;Hoorcollege;C0.110;vr;15-17
Kol Djura;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Kol Djura;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
Veeke Neele;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Veeke Neele;Moderne Databases Werkcollege 1;Werkcollege;A1.10;ma;15-17
Veeke Neele;Moderne Databases Practica 3;Practica;B0.201;ma;13-15
Koning Matz;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Koning Matz;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Koning Matz;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.08;ma;11-13
Koning Matz;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Koning Matz;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
Koning Matz;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Koning Matz;Collectieve Intelligentie Practica 2;Practica;A1.08;wo;11-13
Koning Matz;Software engineering Practica 2;Practica;C1.112;di;9-11
Veldhuis Bobby;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Veldhuis Bobby;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;11-13
Veldhuis Bobby;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Veldhuis Bobby;Programmeren in Java 2 Practica 5;Practica;A1.06;wo;9-11
Veldhuis Bobby;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Veldhuis Bobby;Heuristieken 2 Werkcollege 2;Werkcollege;C1.112;do;11-13
Veldhuis Bobby;Webprogrammeren en databases Werkcollege 1;Werkcollege;A1.08;vr;9-11
Veldhuis Bobby;Webprogrammeren en databases Practica 1;Practica;C0.110;ma;9-11
Veldhuis Bobby;Collectieve Intelligentie Werkcollege 4;Werkcollege;B0.201;vr;15-17
Veldhuis Bobby;Collectieve Intelligentie Practica 2;Practica;A1.08;wo;11-13
Veldhuis Bobby;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Veldhuis Bobby;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
Kooijmans Nuriye;Moderne Databases Werkcollege 1;Werkcollege;A1.10;ma;15-17
Kooijmans Nuriye;Calculus 2 Werkcollege 1;Werkcollege;B0.201;vr;13-15
Kooijmans Nuriye;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;do;11-13
Kooijmans Nuriye;Moderne Databases Practica 2;Practica;A1.06;di;11-13
Kooijmans Nuriye;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Kooijmans Nuriye;Advanced Heuristics Practica 1;Practica;B0.201;do;9-11
Kooijmans Nuriye;Heuristieken 1 Werkcollege 2;Werkcollege;A1.06;vr;11-13
Kooijmans Nuriye;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Kooijmans Nuriye;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Kooijmans Nuriye;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
Velt Vinod;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Velt Vinod;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
Velt Vinod;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;11-13
Velt Vinod;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Velt Vinod;Webprogrammeren en databases Werkcollege 2;Werkcollege;A1.08;ma;15-17
Velt Vinod;Webprogrammeren en databases Practica 2;Practica;A1.10;vr;11-13
Kooyman Thijn;Compilerbouw Practica 1;Practica;B0.201;do;13-15
Kooyman Thijn;Calculus 2 Werkcollege 3;Werkcollege;A1.04;ma;11-13
Kooyman Thijn;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Kooyman Thijn;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Kooyman Thijn;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Kooyman Thijn;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Vendel Nadja;Compilerbouw practicum Practica 1;Practica;B0.201;vr;9-11
Koppers Yee;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
Koppers Yee;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
Koppers Yee;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
Koppers Yee;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Verhorst Solomon;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Verhorst Solomon;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
Verhorst Solomon;Compilerbouw Practica 1;Practica;B0.201;do;13-15
Verhorst Solomon;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Kops Eveline;Compilerbouw practicum Practica 1;Practica;B0.201;vr;9-11
Verkuijl Yuki;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Verkuijl Yuki;Compilerbouw practicum Practica 1;Practica;B0.201;vr;9-11
Verkuijl Yuki;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
Verkuijl Yuki;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Korbee Titia;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Korbee Titia;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Korbee Titia;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Korbee Titia;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.08;ma;11-13
Korbee Titia;Netwerken en systeembeveiliging Practica 1;Practica;B0.201;di;15-17
Korbee Titia;Programmeren in Java 2 Practica 6;Practica;A1.04;vr;11-13
Korbee Titia;Project Numerical Recipes Practica 1;Practica;A1.06;do;13-15
Korbee Titia;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Korbee Titia;Collectieve Intelligentie Practica 3;Practica;B0.201;di;11-13
Korbee Titia;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Korbee Titia;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Korbee Titia;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Vermanen Chloe;Calculus 2 Werkcollege 1;Werkcollege;B0.201;vr;13-15
Vermanen Chloe;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Vermanen Chloe;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Vermanen Chloe;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Vermanen Chloe;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Korpershoek Djuri;Moderne Databases Practica 3;Practica;B0.201;ma;13-15
Korpershoek Djuri;Moderne Databases Werkcollege 2;Werkcollege;A1.08;do;9-11
Korpershoek Djuri;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Vermeeren Talha;Data Mining Practica 3;Practica;C1.112;do;9-11
Vermeeren Talha;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
Vermeeren Talha;Netwerken en systeembeveiliging Practica 1;Practica;B0.201;di;15-17
Vermeeren Talha;Data Mining Werkcollege 1;Werkcollege;A1.08;vr;15-17
Vermeeren Talha;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
Korte Gineke;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
Korte Gineke;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;9-11
Versantvoort Maureen;Moderne Databases Werkcollege 1;Werkcollege;A1.10;ma;15-17
Versantvoort Maureen;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Versantvoort Maureen;Programmeren in Java 2 Practica 4;Practica;A1.10;vr;9-11
Versantvoort Maureen;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
Versantvoort Maureen;Moderne Databases Practica 2;Practica;A1.06;di;11-13
Versantvoort Maureen;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Kortlever Sharen;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Kortlever Sharen;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
Kortlever Sharen;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
Kortlever Sharen;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Kortlever Sharen;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Versteeg Kavish;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Versteeg Kavish;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
Versteeg Kavish;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
Versteeg Kavish;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
Versteeg Kavish;Data Mining Werkcollege 3;Werkcollege;A1.04;do;13-15
Versteeg Kavish;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Versteeg Kavish;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
Versteeg Kavish;Data Mining Practica 2;Practica;A1.06;di;13-15
Versteeg Kavish;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Versteeg Kavish;Heuristieken 1 Werkcollege 1;Werkcollege;A1.06;wo;13-15
Versteeg Kavish;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
Versteeg Kavish;Software engineering Practica 2;Practica;C1.112;di;9-11
Kost Remon;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
Kost Remon;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
Kost Remon;Data Mining Werkcollege 3;Werkcollege;A1.04;do;13-15
Kost Remon;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Kost Remon;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
Kost Remon;Data Mining Practica 2;Practica;A1.06;di;13-15
Vervaart Sherman;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Vervaart Sherman;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Vervaart Sherman;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
Vervaart Sherman;Project Numerical Recipes Practica 1;Practica;A1.06;do;13-15
Koudijs Cherissa;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Koudijs Cherissa;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Vingerhoets Karim;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Vingerhoets Karim;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Vingerhoets Karim;Heuristieken 1 Werkcollege 2;Werkcollege;A1.06;vr;11-13
Vingerhoets Karim;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Vingerhoets Karim;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Vingerhoets Karim;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
Krabbe Fynn;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
Krabbe Fynn;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
Krabbe Fynn;Netwerken en systeembeveiliging Practica 1;Practica;B0.201;di;15-17
Vinke Jiri;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
Vinke Jiri;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
Vinke Jiri;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.08;ma;11-13
Vinke Jiri;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Vinke Jiri;Collectieve Intelligentie Practica 3;Practica;B0.201;di;11-13
Kreijkes Nikie;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Kreijkes Nikie;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Vinken Kamiel;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Krikke Do?ukan;Compilerbouw practicum Practica 2;Practica;B0.201;di;13-15
Visch Arnela;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Visch Arnela;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Visch Arnela;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Visch Arnela;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Kroonen Corry;Bioinformatica Hoorcollege 3;Hoorcollege;C1.112;ma;9-11
Kroonen Corry;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Kroonen Corry;Bioinformatica Werkcollege 1;Werkcollege;A1.10;di;11-13
Kroonen Corry;Bioinformatica Hoorcollege 1;Hoorcollege;C0.110;vr;13-15
Kroonen Corry;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
Kroonen Corry;Bioinformatica Practica 2;Practica;B0.201;di;9-11
Kroonen Corry;Bioinformatica Hoorcollege 2;Hoorcollege;C0.110;vr;15-17
Voesten Tjesse;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C0.110;do;13-15
Voesten Tjesse;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Voesten Tjesse;Informatie- en organisatieontwerp Werkcollege 2;Werkcollege;A1.08;vr;13-15
Voesten Tjesse;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
Voesten Tjesse;Informatie- en organisatieontwerp Practica 2;Practica;A1.10;di;13-15
Voesten Tjesse;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
Voesten Tjesse;Zoeken sturen en bewegen Practica 3;Practica;C1.112;ma;15-17
Voesten Tjesse;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;B0.201;ma;9-11
Voesten Tjesse;Heuristieken 1 Werkcollege 1;Werkcollege;A1.06;wo;13-15
Voesten Tjesse;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
