student;vak;activiteit;zaal;dag;tijdslot
Paijmans Redouane;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Paijmans Redouane;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
Paijmans Redouane;Technology for games Werkcollege 2;Werkcollege;A1.06;vr;15-17
Bontenbal Jeremey;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Bontenbal Jeremey;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Bontenbal Jeremey;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Bontenbal Jeremey;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Bontenbal Jeremey;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Panman Loulou;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Panman Loulou;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Bood Tariq;Programmeren in Java 2 Practica 5;Practica;B0.201;di;15-17
Pastoor Farah;Compilerbouw practicum Practica 1;Practica;A1.08;vr;9-11
Pastoor Farah;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Pastoor Farah;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Pastoor Farah;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Pastoor Farah;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Boogert Hiba;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Boogert Hiba;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Boogert Hiba;Netwerken en systeembeveiliging Practica 3;Practica;A1.04;di;13-15
Pater Vincentius;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Pater Vincentius;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Pater Vincentius;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
Pater Vincentius;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Pater Vincentius;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Pater Vincentius;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Pater Vincentius;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
Borg Kely;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Paulissen Solane;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Paulissen Solane;Compilerbouw practicum Practica 1;Practica;A1.08;vr;9-11
Paulissen Solane;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Paulissen Solane;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
Paulissen Solane;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Paulissen Solane;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
Paulissen Solane;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Paulissen Solane;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Paulissen Solane;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Borsboom Ken;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Borsboom Ken;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Borsboom Ken;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Peijs Xander;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Peijs Xander;Collectieve Intelligentie Practica 3;Practica;A1.06;do;13-15
Peijs Xander;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Peijs Xander;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Peijs Xander;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Boshuis Narin;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
Boshuis Narin;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Boshuis Narin;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Pelders Heba;Project Genetic Algorithms Practica 3;Practica;C0.110;do;13-15
Bosman Rudolph;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Bosman Rudolph;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Pereira Luca;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Pereira Luca;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Pereira Luca;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Pereira Luca;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Pereira Luca;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Pereira Luca;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Pereira Luca;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Boutkan Jael;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Boutkan Jael;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Boutkan Jael;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Philippi Ilana;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Philippi Ilana;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Philippi Ilana;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Philippi Ilana;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Braamhaar Resi;Zoeken sturen en bewegen Practica 1;Practica;B0.201;ma;13-15
Philips Kaoutar;Bioinformatica Practica 2;Practica;C0.110;do;17-19
Philips Kaoutar;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Philips Kaoutar;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;di;9-11
Philips Kaoutar;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Philips Kaoutar;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Philips Kaoutar;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
Philips Kaoutar;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Philips Kaoutar;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Philips Kaoutar;Advanced Heuristics Practica 1;Practica;A1.04;vr;11-13
Brans Hanne;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Brans Hanne;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Brans Hanne;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Brans Hanne;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Brans Hanne;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Brans Hanne;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;A1.08;vr;11-13
Brans Hanne;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Piek Rmy;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Piek Rmy;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Piek Rmy;Software engineering Practica 1;Practica;A1.08;do;15-17
Piek Rmy;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Piek Rmy;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Piek Rmy;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Piek Rmy;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
Piek Rmy;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Piek Rmy;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Piek Rmy;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
Brasser Cyrina;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Brasser Cyrina;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Brasser Cyrina;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Brasser Cyrina;Project Numerical Recipes Practica 1;Practica;A1.08;do;11-13
Brasser Cyrina;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Brasser Cyrina;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Brasser Cyrina;Bioinformatica Practica 2;Practica;C0.110;do;17-19
Plaizier Wijntje;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Plaizier Wijntje;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
Brink Femia;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Brink Femia;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Brink Femia;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Brink Femia;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Brink Femia;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Brink Femia;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Brink Femia;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Planken Giedo;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Planken Giedo;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Brink Renze;Webprogrammeren en databases Werkcollege 1;Werkcollege;B0.201;vr;15-17
Brink Renze;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
Brink Renze;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Brink Renze;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Brink Renze;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Brink Renze;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Brink Renze;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Brink Renze;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Plasman Nathanal;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Plasman Nathanal;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Plasman Nathanal;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
Plasman Nathanal;Programmeren in Java 2 Practica 5;Practica;B0.201;di;15-17
Plasman Nathanal;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Brinks Nyncke;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Brinks Nyncke;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Pleiter Matthijs;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Pleiter Matthijs;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Pleiter Matthijs;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Pleiter Matthijs;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Pleiter Matthijs;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Pleiter Matthijs;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Pleiter Matthijs;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Pleiter Matthijs;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Pleiter Matthijs;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Brinksma Wulfert;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Brinksma Wulfert;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Brinksma Wulfert;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Poepjes Zahir;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Poepjes Zahir;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Poepjes Zahir;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
Poepjes Zahir;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Poepjes Zahir;Software engineering Practica 2;Practica;C0.110;ma;17-19
Poepjes Zahir;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Broeks Ilyass;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Broeks Ilyass;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Broeks Ilyass;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Broeks Ilyass;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
Broeks Ilyass;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Broeks Ilyass;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Broeks Ilyass;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Poldervaart Gustaaf;Project Genetic Algorithms Practica 1;Practica;A1.04;ma;15-17
Poldervaart Gustaaf;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Poldervaart Gustaaf;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
Poldervaart Gustaaf;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Broer Ethan;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Broer Ethan;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Broer Ethan;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Broer Ethan;Software engineering Practica 2;Practica;C0.110;ma;17-19
Broer Ethan;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Broer Ethan;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Broer Ethan;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Broer Ethan;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Polfliet Rafaela;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;di;9-11
Polfliet Rafaela;Advanced Heuristics Practica 2;Practica;A1.10;di;13-15
Polfliet Rafaela;Netwerken en systeembeveiliging Practica 3;Practica;A1.04;di;13-15
Polfliet Rafaela;Compilerbouw practicum Practica 2;Practica;C0.110;di;17-19
Polfliet Rafaela;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Polfliet Rafaela;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Broerse Tarah;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Broerse Tarah;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;B0.201;do;9-11
Broerse Tarah;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;A1.08;ma;13-15
Broerse Tarah;Autonomous Agents 2 Practica 1;Practica;A1.10;ma;15-17
Broerse Tarah;Autonomous Agents 2 Werkcollege 2;Werkcollege;B0.201;do;11-13
Broerse Tarah;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Popma Stephano;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Popma Stephano;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Popma Stephano;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Popma Stephano;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Popma Stephano;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Popma Stephano;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Popma Stephano;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Popma Stephano;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
Bronsema Devlin;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Bronsema Devlin;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Bronsema Devlin;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Bronsema Devlin;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Bronsema Devlin;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Bronsema Devlin;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
Bronsema Devlin;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Postuma Timo;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Postuma Timo;Netwerken en systeembeveiliging Practica 3;Practica;A1.04;di;13-15
Postuma Timo;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Postuma Timo;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
Postuma Timo;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Postuma Timo;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
Postuma Timo;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Postuma Timo;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Postuma Timo;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Bruijnes Sayfeddine;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Bruijnes Sayfeddine;Data Mining Practica 3;Practica;A1.10;do;15-17
Bruijnes Sayfeddine;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
Bruijnes Sayfeddine;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Bruijnes Sayfeddine;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Bruijnes Sayfeddine;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Bruijnes Sayfeddine;Data Mining Werkcollege 3;Werkcollege;A1.10;vr;13-15
Bruijnes Sayfeddine;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Bruijnes Sayfeddine;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
Potgieter Desire;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Potgieter Desire;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Potgieter Desire;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Potgieter Desire;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Potgieter Desire;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Potgieter Desire;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Brunsveld Virginie;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Brunsveld Virginie;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;B0.201;do;9-11
Brunsveld Virginie;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Brunsveld Virginie;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Brunsveld Virginie;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Brunsveld Virginie;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;A1.08;ma;13-15
Brunsveld Virginie;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Brunsveld Virginie;Autonomous Agents 2 Werkcollege 1;Werkcollege;A1.08;ma;11-13
Brunsveld Virginie;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Brunsveld Virginie;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Brunsveld Virginie;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Brunsveld Virginie;Autonomous Agents 2 Practica 1;Practica;A1.10;ma;15-17
Brunsveld Virginie;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
Brunsveld Virginie;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Brunsveld Virginie;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Brunsveld Virginie;Moderne Databases Practica 2;Practica;C1.112;do;15-17
Pothuizen Aart;Project Genetic Algorithms Practica 2;Practica;C0.110;ma;13-15
Pothuizen Aart;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Pothuizen Aart;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Pothuizen Aart;Software engineering Practica 1;Practica;A1.08;do;15-17
Pothuizen Aart;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Pothuizen Aart;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Pothuizen Aart;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Pothuizen Aart;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Pothuizen Aart;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Pothuizen Aart;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Pothuizen Aart;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Brusse Angus;Netwerken en systeembeveiliging Practica 2;Practica;B0.201;wo;15-17
Brusse Angus;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Brusse Angus;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Pothuizen Mink;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Pothuizen Mink;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Pothuizen Mink;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Pothuizen Mink;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Pothuizen Mink;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
Eeltink Brecht;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Eeltink Brecht;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Eeltink Brecht;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Eeltink Brecht;Software engineering Practica 2;Practica;C0.110;ma;17-19
Eeltink Brecht;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Eeltink Brecht;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Eeltink Brecht;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
van de Kuilen Roswitha;Project Numerical Recipes Practica 3;Practica;C0.110;di;9-11
Eggens Wissal;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Eggens Wissal;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Eggens Wissal;Zoeken sturen en bewegen Practica 1;Practica;B0.201;ma;13-15
van de Pavert Rudy;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
van de Pavert Rudy;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Eggermont Catharinus;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Eggermont Catharinus;Software engineering Practica 2;Practica;C0.110;ma;17-19
Eggermont Catharinus;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
van de Pol Shawny;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
van de Pol Shawny;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van de Pol Shawny;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
van de Pol Shawny;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
van de Pol Shawny;Collectieve Intelligentie Practica 2;Practica;A1.08;wo;11-13
van de Pol Shawny;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
van de Pol Shawny;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
van de Pol Shawny;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
van de Pol Shawny;Bioinformatica Practica 1;Practica;A1.04;di;9-11
van de Pol Shawny;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
van de Pol Shawny;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
van de Pol Shawny;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
van de Pol Shawny;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
van de Pol Shawny;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Eisinga Mattie;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Eisinga Mattie;Netwerken en systeembeveiliging Practica 3;Practica;A1.04;di;13-15
Eisinga Mattie;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Eisinga Mattie;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Eisinga Mattie;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
van de Ridder Leida;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
van de Ridder Leida;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
van de Ridder Leida;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
van de Ridder Leida;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
van de Ridder Leida;Bioinformatica Practica 1;Practica;A1.04;di;9-11
van de Ridder Leida;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
van de Ridder Leida;Programmeren in Java 2 Practica 3;Practica;A1.04;vr;9-11
van de Ridder Leida;Bioinformatica Werkcollege 3;Werkcollege;A1.04;di;11-13
van de Ridder Leida;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
van de Ridder Leida;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
van de Ridder Leida;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Eissens Ludovicus;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Eissens Ludovicus;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Eissens Ludovicus;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Eissens Ludovicus;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Eissens Ludovicus;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Eissens Ludovicus;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
Eissens Ludovicus;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Eissens Ludovicus;Software engineering Practica 2;Practica;C0.110;ma;17-19
