student;vak;activiteit;zaal;dag;tijdslot
Thoma Silvie;Compilerbouw practicum Lab 3;Lab;C0.110;vr;9-11
Tielemans Ard;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Tielemans Ard;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
Tielemans Ard;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Tielemans Ard;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Tielemans Ard;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Tielemans Ard;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Tielemans Ard;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Tielemans Ard;Bioinformatica Lab 1;Lab;A1.04;vr;9-11
Tielemans Ard;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Tielemans Ard;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Tielemans Ard;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Tielemans Ard;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Tielemans Ard;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Tielemans Ard;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Tielemans Ard;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Tielemans Ard;Data Mining Tutorial 1;Tutorial;A1.10;wo;9-11
Tielemans Ard;Data Mining Lab 1;Lab;A1.06;di;13-15
Tielemans Ard;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
de Looff Yana;Software engineering Lecture 1;Lecture;C0.110;di;11-13
de Looff Yana;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
de Looff Yana;Software engineering Lab 1;Lab;C1.112;wo;13-15
Regeling Jarik;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Regeling Jarik;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Regeling Jarik;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
Lindhout Hetty;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Lindhout Hetty;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Lindhout Hetty;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Lindhout Hetty;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Lindhout Hetty;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Lindhout Hetty;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Lindhout Hetty;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Lindhout Hetty;Netwerken en systeembeveiliging Lab 3;Lab;A1.04;wo;13-15
Loeffen Dingenus;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
Lohuis Wannes;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Lohuis Wannes;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Lohuis Wannes;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Lohuis Wannes;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Looij Malcolm;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Looij Malcolm;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Looij Malcolm;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Looij Malcolm;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Looij Malcolm;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Looij Malcolm;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Lopez Fredrika;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Lopez Fredrika;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
Lopez Fredrika;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Lopez Fredrika;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Lopez Fredrika;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Lopez Fredrika;Software engineering Lab 2;Lab;B0.201;di;9-11
Lugthart Sherwin;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Lugthart Sherwin;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Luten Yi;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Luten Yi;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Luten Yi;Compilerbouw practicum Lab 3;Lab;C0.110;vr;9-11
Luten Yi;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Luten Yi;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
Luten Yi;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Luten Yi;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Luten Yi;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Luth Math;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Luth Math;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Machielsen Pim;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Machielsen Pim;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Majoor Valry;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Majoor Valry;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Majoor Valry;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Majoor Valry;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
Majoor Valry;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Majoor Valry;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Majoor Valry;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Majoor Valry;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Majoor Valry;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Majoor Valry;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Majoor Valry;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Majoor Valry;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Majoor Valry;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Majoor Valry;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Majoor Valry;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Majoor Valry;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Malestein Dorenda;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Malestein Dorenda;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Malestein Dorenda;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Malestein Dorenda;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Malestein Dorenda;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Malestein Dorenda;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Malestein Dorenda;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Malestein Dorenda;Software engineering Lab 2;Lab;B0.201;di;9-11
Melis Noelle;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
Menke Noud;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Menke Noud;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Menke Noud;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Menke Noud;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Menke Noud;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Menke Noud;Zoeken sturen en bewegen Lab 2;Lab;A1.04;ma;13-15
Metselaar Bodie;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Metselaar Bodie;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Metselaar Bodie;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Metselaar Bodie;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
Metselaar Bodie;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Metselaar Bodie;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Metselaar Bodie;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Metselaar Bodie;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Metselaar Bodie;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Metselaar Bodie;Project Genetic Algorithms Lab 2;Lab;A1.06;di;15-17
Metzelaar Miquel;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Metzelaar Miquel;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Metzelaar Miquel;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Metzelaar Miquel;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Metzelaar Miquel;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Metzelaar Miquel;Collectieve Intelligentie Tutorial 1;Tutorial;A1.04;vr;13-15
Metzelaar Miquel;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Metzelaar Miquel;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Meulmeester Roan;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Meulmeester Roan;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Meulmeester Roan;Autonomous Agents 2 Tutorial 1;Tutorial;A1.08;vr;13-15
Meulmeester Roan;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Meulmeester Roan;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Meulmeester Roan;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Meulmeester Roan;Project Genetic Algorithms Lab 3;Lab;A1.10;wo;15-17
Meulmeester Roan;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Meulmeester Roan;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Meulmeester Roan;Software engineering Lab 1;Lab;C1.112;wo;13-15
Middel Myron;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Middel Myron;Advanced Heuristics Lab 2;Lab;A1.08;wo;9-11
Middel Myron;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
Middel Myron;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
Miedema Maron;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Miedema Maron;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
Miedema Maron;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Miedema Maron;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
Miedema Maron;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Miedema Maron;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Miedema Maron;Software engineering Lab 2;Lab;B0.201;di;9-11
Mijnheer Marcellus;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Mijnheer Marcellus;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Mijnheer Marcellus;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Mijnheer Marcellus;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Mijnheer Marcellus;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Mijnheer Marcellus;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Mijnheer Marcellus;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Mijnheer Marcellus;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Mijnheer Marcellus;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Mijnheer Marcellus;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Mijnheer Marcellus;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Mijnheer Marcellus;Software engineering Lab 2;Lab;B0.201;di;9-11
Milder Eyup;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Milder Eyup;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Milder Oliver;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
Milder Oliver;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
Milder Oliver;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Milder Oliver;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Milder Oliver;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Milder Oliver;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
Milder Oliver;Project Genetic Algorithms Lab 2;Lab;A1.06;di;15-17
Modderkolk Jo-Anne;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Modderkolk Jo-Anne;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Modderkolk Jo-Anne;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Modderkolk Jo-Anne;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Modderkolk Jo-Anne;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Modderkolk Jo-Anne;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Modderkolk Jo-Anne;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Modderkolk Jo-Anne;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Modderkolk Jo-Anne;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Modderkolk Jo-Anne;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Modderkolk Jo-Anne;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Modderkolk Jo-Anne;Programmeren in Java 2 Lab 1;Lab;B0.201;di;15-17
Modderkolk Jorren;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Modderkolk Jorren;Advanced Heuristics Lab 1;Lab;B0.201;ma;13-15
Modderkolk Jorren;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
Modderkolk Jorren;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
Modderkolk Jorren;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Modderkolk Jorren;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Modderkolk Jorren;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Modderkolk Jorren;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Modderkolk Jorren;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Modderkolk Jorren;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Modderkolk Jorren;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Modderkolk Jorren;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
Modderkolk Jorren;Webprogrammeren en databases Lab 2;Lab;A1.04;do;11-13
Moes Lisse;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Moes Lisse;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Moes Lisse;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Moes Lisse;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Moes Lisse;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Moes Lisse;Compilerbouw practicum Lab 1;Lab;C0.110;do;9-11
Moes Lisse;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Moeskops Antonetta;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Moeskops Antonetta;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Moeskops Antonetta;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Mok Lamia;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Mok Lamia;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Mok Lamia;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
Mok Lamia;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Mok Lamia;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Mok Lamia;Software engineering Lab 1;Lab;C1.112;wo;13-15
Holtkamp Florus;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Holtkamp Florus;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Mol Sonny;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
Mol Sonny;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Mol Sonny;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Mol Sonny;Software engineering Lab 2;Lab;B0.201;di;9-11
Mullenders Shannon;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Mullenders Shannon;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Mullenders Shannon;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Mullenders Shannon;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Mullenders Shannon;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Mullenders Shannon;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Mullenders Shannon;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Munsters Doetje;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Munsters Doetje;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Mutsaers Callista;Compilerbouw practicum Lab 2;Lab;C1.112;di;9-11
Nagel Claudine;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Neve Fauve;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Neve Fauve;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Neve Fauve;Technology for games Tutorial 2;Tutorial;A1.08;di;11-13
Nieman Randell;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Nieman Randell;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Nieman Randell;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Nieuwenhuizen Jurrit;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Nieuwenhuizen Jurrit;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Nieuwenhuizen Jurrit;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
Nieuwenhuizen Jurrit;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
Niezen Inas;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Niezen Inas;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Niezen Inas;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Nijs Vesna;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Nijs Vesna;Moderne Databases Tutorial 2;Tutorial;A1.08;vr;15-17
Nijs Vesna;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Noordhuis Harry;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Noordhuis Harry;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
Noordzij Julit;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Noordzij Julit;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Noordzij Julit;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Noordzij Julit;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Noordzij Julit;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Noordzij Julit;Moderne Databases Tutorial 2;Tutorial;A1.08;vr;15-17
Noordzij Julit;Moderne Databases Lab 2;Lab;A1.08;di;9-11
Noot Henricus;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Notermans Inger;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Notermans Inger;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Notermans Inger;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Notermans Inger;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Notermans Inger;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Notermans Inger;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Notermans Inger;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Notermans Inger;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
Notermans Inger;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Notermans Inger;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Notermans Inger;Reflectie op de digitale cultuur Tutorial 3;Tutorial;B0.201;vr;11-13
Nuiten Geurt;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Nuiten Geurt;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Nuiten Geurt;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Nuiten Geurt;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Nuiten Geurt;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Nuiten Geurt;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Nuiten Geurt;Software engineering Lab 1;Lab;C1.112;wo;13-15
Numan Lee;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Numan Lee;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Numan Lee;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Numan Lee;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Odijk Rieke;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Odijk Rieke;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Odijk Rieke;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Odijk Rieke;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Odijk Rieke;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Odijk Rieke;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
Odijk Rieke;Moderne Databases Lab 1;Lab;A1.04;wo;11-13
de Olde Alexandre;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
de Olde Alexandre;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Okkerse Seb;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Okkerse Seb;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Ooijen Steijn;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Ooijen Steijn;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Ooijen Steijn;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Ooijen Steijn;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Ooijen Steijn;Project Genetic Algorithms Lab 2;Lab;A1.06;di;15-17
Oosterbeek Rins;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Oosterbeek Rins;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Oosterbeek Rins;Data Mining Tutorial 1;Tutorial;A1.10;wo;9-11
Oosterbeek Rins;Data Mining Lab 2;Lab;A1.10;do;9-11
Oosterbeek Rins;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Oosterbeek Rins;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Oosterbeek Rins;Informatie- en organisatieontwerp Tutorial 2;Tutorial;A1.08;ma;9-11
Oosterbeek Rins;Informatie- en organisatieontwerp Lab 2;Lab;A1.06;wo;15-17
Oosterbeek Rins;Zoeken sturen en bewegen Lab 3;Lab;A1.06;di;11-13
Oosterbroek Lilly;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Oostvogels Romaisa;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Oostvogels Romaisa;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Oostvogels Romaisa;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Oostvogels Romaisa;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Oostvogels Romaisa;Bioinformatica Lab 1;Lab;A1.04;vr;9-11
Oostvogels Romaisa;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Oostvogels Romaisa;Heuristieken 2 Tutorial 1;Tutorial;B0.201;do;11-13
Oostvogels Romaisa;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Oostvogels Romaisa;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Oostvogels Romaisa;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
Overbeeke Casimir;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Overbeeke Casimir;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Overbeeke Casimir;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Overbeeke Casimir;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Overbeeke Casimir;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Paauwe Shakir;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Paauwe Shakir;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Paauwe Shakir;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Paauwe Shakir;Bioinformatica Tutorial 2;Tutorial;A1.08;do;15-17
Paauwe Shakir;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
Paauwe Shakir;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
Paijmans Redouane;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Paijmans Redouane;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Paijmans Redouane;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Paijmans Redouane;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Paijmans Redouane;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
Paijmans Redouane;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Paijmans Redouane;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Paijmans Redouane;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Panman Loulou;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Panman Loulou;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Pastoor Farah;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Pastoor Farah;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Pastoor Farah;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Pastoor Farah;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Pastoor Farah;Compilerbouw practicum Lab 1;Lab;C0.110;do;9-11
Pater Vincentius;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Pater Vincentius;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Pater Vincentius;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Pater Vincentius;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Pater Vincentius;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
Pater Vincentius;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
Pater Vincentius;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
Paulissen Solane;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Paulissen Solane;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
